House_ownership_present,Bank_account_present,flooring_materials_present,roofing_materials_present,walls_materials_present,House type_present,Seperate room for cooking_present,type of toilet_present,Main source of lightening_present,Main fuel for cooking_present,source of drinking water_present,House ownership,M14A2-Mattress At present,M14A3-Pressure cooker _ At present,M14A4-Chair _ At present,M14A5-Cot / Bed _ At present,M14A6-Table _ At present,M14A10-Clock or Watch _ At present,M14A7-Electric fan _ At present,M14A8-Radio / Transistor _ At present,M14A9-Sewing machine _ At present,M14A11-Bicycle _ At present,M14A12-Black and White television _ At present,M14A13-Colour television _ At present,M14A14-Mobile phone _ At present,M14A15-Landline Phone _ At present,M14A16-Refrigerator? At present,M14A17-Air conditioner / Cooler _ At present,M14A18-Washing Machine? At present,M14A19-Internet? At present,M14A20-Computer? At present,M14A21-Motorcycle/scooter? At present,M14A22-Car/Jeep _ At present,M14A23-Water pump _ At present,M14A24-Thresher _ At present,M14A25-Tractor _ At present,M14A26-Animal drawn cart _ At present,M14A27-Open well _ At present,M14A28-Bore well _ At present,M14A29-Private Pond _ At present,M14A30-Equipment for drip irrigation/ Sprinkler _ At present,M14A31-Tiller/ Cultivator _ At present,M14A32-Plough disc/ mould board _ At present,M14A33-Seed drill _ At present,M14A34-Power sprayer _ At present,M14A35-Chaff cutter _ At present,M14A36-Weeders _ At present,M14A37-Other mechanized three/four_wheeler agricultural equipment _ At present,M14A38-Trolley (for tractor) _ At present,M14A39-Livestock sheds _ At present,M14A40-Fish boat _ At present,M14A41-Other fishing equipment _ At present,Annual household income 2018-19 (~june - July)
1,1,2.0,2.0,1,2.0,1,2,1,2,1,1,3,1,3,3,1,2,3,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25750
1,1,1.0,2.0,1,2.0,1,1,1,1,1,1,2,1,3,2,1,2,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81200
1,1,2.0,2.0,2,1.0,1,1,1,1,1,1,3,1,3,3,1,2,3,0,0,1,0,1,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,311150
1,1,1.0,2.0,1,2.0,1,2,1,1,1,1,2,0,2,2,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000
1,1,1.0,2.0,2,2.0,1,2,1,1,2,1,2,0,3,2,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38800
1,1,1.0,2.0,1,2.0,1,2,1,1,1,1,1,1,2,2,1,0,1,0,0,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000
1,1,2.0,2.0,2,1.0,1,2,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,160950
1,1,1.0,2.0,1,2.0,1,2,1,1,2,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57460
1,1,1.0,2.0,1,2.0,1,2,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51900
1,1,1.0,2.0,1,2.0,1,2,1,1,2,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152670
1,1,2.0,2.0,2,1.0,1,2,1,2,3,1,0,0,2,2,1,1,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,83970
1,1,1.0,2.0,1,2.0,1,2,1,2,2,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16500
1,1,1.0,2.0,1,2.0,1,2,1,1,2,1,2,1,2,2,2,2,2,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,82900
1,1,1.0,2.0,2,2.0,0,2,1,2,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,59800
1,1,1.0,2.0,1,2.0,1,1,1,1,2,1,1,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156200
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,1,0,2,2,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118700
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90450
1,1,1.0,2.0,1,2.0,1,2,1,2,2,1,1,0,3,2,1,1,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77500
1,1,2.0,2.0,1,2.0,1,2,1,2,2,1,0,0,5,2,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144500
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,0,0,4,3,1,1,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207000
1,1,1.0,2.0,1,2.0,1,1,1,2,1,1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149100
1,1,1.0,2.0,1,2.0,1,1,1,2,1,1,0,0,4,2,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175600
1,1,1.0,2.0,2,2.0,0,1,1,2,1,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114000
1,1,1.0,2.0,1,2.0,1,3,1,2,2,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159900
1,1,2.0,2.0,2,1.0,1,3,1,2,2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119900
1,1,1.0,2.0,1,2.0,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136000
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,2,0,3,2,2,1,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69400
1,1,1.0,2.0,1,2.0,1,1,1,2,1,1,2,0,2,2,1,1,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85070
1,1,1.0,2.0,2,2.0,1,1,1,1,2,1,2,1,6,2,3,2,3,0,0,2,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108200
1,1,2.0,2.0,2,1.0,1,1,1,1,2,1,2,1,5,2,2,2,2,0,0,1,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,300375
1,1,2.0,2.0,2,1.0,1,1,1,1,2,1,3,1,6,3,2,3,2,0,0,2,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,182000
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,2,1,0,2,1,2,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,139630
1,1,1.0,2.0,2,2.0,1,1,1,1,2,1,2,1,5,2,1,2,2,0,1,1,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,322000
1,1,2.0,2.0,2,1.0,1,1,1,2,2,1,0,0,2,2,0,0,2,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
1,1,1.0,2.0,2,2.0,1,1,1,1,2,1,0,0,2,2,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138630
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,0,0,4,2,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213988
1,1,2.0,2.0,2,1.0,1,1,1,1,2,1,0,1,5,2,1,1,3,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
1,1,1.0,2.0,1,2.0,1,1,1,1,2,1,0,0,5,2,1,1,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152000
1,1,2.0,2.0,2,1.0,1,1,1,1,2,1,0,1,4,2,1,1,2,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179800
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,0,1,2,1,1,2,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500
1,1,1.0,2.0,2,2.0,1,2,1,2,2,1,0,0,0,2,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130980
1,1,3.0,2.0,1,2.0,0,1,1,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78700
1,1,1.0,2.0,1,2.0,0,1,1,2,1,1,0,2,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89750
1,1,2.0,2.0,1,2.0,1,1,1,1,1,1,4,3,5,4,2,1,1,0,0,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
1,1,3.0,2.0,2,2.0,1,2,1,2,1,1,2,2,5,2,1,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,67500
1,1,3.0,2.0,1,2.0,1,1,1,1,1,1,1,3,0,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81500
1,1,2.0,2.0,1,2.0,1,2,1,2,1,1,2,2,6,2,1,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,79500
1,1,3.0,2.0,2,2.0,1,1,1,1,1,0,3,3,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89000
1,1,2.0,2.0,2,1.0,0,1,1,2,1,1,0,2,6,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000
1,1,3.0,2.0,1,2.0,0,1,1,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64500
1,1,2.0,2.0,3,2.0,1,1,1,1,1,0,6,7,6,5,3,1,2,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567000
1,1,2.0,2.0,2,1.0,0,1,1,2,1,1,3,4,6,3,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57500
1,1,3.0,2.0,1,2.0,0,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64500
1,1,3.0,2.0,2,2.0,0,1,1,2,1,1,5,9,6,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57500
1,1,3.0,2.0,1,2.0,0,1,1,2,1,1,2,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18500
1,1,3.0,2.0,1,2.0,0,1,1,1,1,1,0,2,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88500
1,1,3.0,2.0,1,2.0,0,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86700
1,1,3.0,2.0,1,2.0,1,2,1,2,1,1,2,0,0,2,1,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44100
1,1,2.0,2.0,2,1.0,1,1,1,1,1,1,2,4,8,2,2,2,3,0,1,1,0,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,330000
1,1,3.0,2.0,1,2.0,1,2,2,2,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62500
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,0,4,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000
1,1,2.0,2.0,2,1.0,0,1,1,1,1,1,0,4,6,2,2,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90250
1,1,3.0,2.0,2,2.0,1,1,1,2,1,1,0,2,6,3,3,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84000
1,1,2.0,2.0,3,2.0,1,1,1,1,1,0,4,3,6,4,2,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409833
1,1,2.0,2.0,3,2.0,1,1,1,1,1,1,4,4,6,4,1,1,2,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623666
1,1,1.0,2.0,2,2.0,1,1,1,1,1,1,3,2,6,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60100
1,1,2.0,2.0,1,2.0,1,1,1,1,1,1,2,3,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111500
1,1,3.0,2.0,1,2.0,0,1,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18500
1,1,3.0,2.0,2,2.0,0,1,1,2,1,1,3,7,6,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,3,6,6,4,1,1,1,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
1,1,3.0,2.0,1,2.0,1,1,1,1,1,1,2,7,6,3,1,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151500
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,2,3,6,4,1,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144000
1,1,1.0,2.0,1,2.0,0,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49500
1,1,1.0,2.0,1,2.0,0,1,1,1,1,1,2,4,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74500
1,1,3.0,2.0,1,2.0,1,1,1,1,1,1,2,4,4,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89500
1,1,3.0,2.0,1,2.0,0,1,1,2,1,1,1,3,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64500
1,1,1.0,2.0,1,2.0,0,1,1,2,1,1,1,2,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49500
1,1,3.0,2.0,1,2.0,0,1,1,2,1,1,1,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
1,1,3.0,2.0,1,2.0,0,1,1,1,1,1,0,4,5,3,2,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,3,4,6,3,2,1,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,0,3,5,3,2,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,2,3,5,2,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000
1,1,3.0,2.0,1,2.0,1,1,1,1,1,1,2,3,4,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000
1,1,3.0,2.0,1,2.0,1,1,1,1,1,1,1,3,3,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
1,1,3.0,2.0,2,2.0,0,1,1,1,1,1,2,3,4,2,1,1,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99500
1,1,2.0,2.0,1,2.0,0,1,1,1,1,1,3,6,4,3,1,1,1,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000
1,1,3.0,2.0,2,2.0,0,1,1,2,1,1,3,4,4,3,1,1,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99600
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,2,3,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61700
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,1,3,5,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000
1,1,3.0,1.0,3,2.0,0,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56500
1,1,3.0,2.0,1,2.0,1,1,1,1,1,1,2,4,5,2,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000
1,1,3.0,2.0,2,2.0,1,1,1,1,1,1,3,5,6,4,1,1,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000
1,1,1.0,2.0,2,2.0,1,1,1,1,1,1,4,8,4,4,1,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
1,1,1.0,2.0,3,2.0,1,1,1,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29900
1,1,1.0,2.0,3,2.0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33340
1,1,1.0,2.0,3,2.0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34560
1,1,1.0,2.0,3,2.0,0,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27772
1,1,1.0,2.0,3,2.0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31676
1,1,1.0,2.0,3,2.0,1,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28000
1,1,1.0,2.0,2,2.0,0,1,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26912
1,1,1.0,2.0,3,2.0,1,1,1,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-4490
1,1,1.0,2.0,2,2.0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-5190
1,1,1.0,2.0,2,2.0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1550
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1140
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9850
1,1,1.0,2.0,1,2.0,1,1,1,2,2,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15240
1,1,1.0,2.0,1,2.0,0,1,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-8090
1,1,1.0,2.0,2,2.0,1,1,1,2,1,1,13,2,0,3,3,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,516158
1,1,1.0,2.0,1,2.0,1,1,1,2,1,1,15,2,2,4,3,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,42771
1,1,1.0,2.0,2,2.0,1,1,1,2,1,1,12,1,2,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,91750
1,1,3.0,2.0,2,2.0,1,1,1,2,2,1,5,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44450
1,1,1.0,2.0,2,2.0,1,1,1,2,1,1,2,1,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46000
1,0,1.0,2.0,2,2.0,1,1,1,2,1,1,3,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10620
1,1,1.0,1.0,3,2.0,1,1,1,2,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050
1,1,1.0,2.0,2,2.0,1,1,1,2,2,1,0,0,4,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171260
